transaction_id,transaction_date,transaction_time,store_id,store_location,product_id,transaction_qty,unit_price,product_category,product_type,product_detail,Size,Total Bill,Month Name,Day Name,Hour,Day of Week,Month
54740,3/31/2023,10:48:35 AM,5,Lower Manhattan,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Friday,10,5,3
33745,3/1/2023,7:27:31 AM,5,Lower Manhattan,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Wednesday,7,3,3
33876,3/1/2023,11:06:13 AM,5,Lower Manhattan,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Wednesday,11,3,3
33912,3/1/2023,11:39:14 AM,5,Lower Manhattan,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Wednesday,11,3,3
34043,3/1/2023,1:57:34 PM,5,Lower Manhattan,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Wednesday,13,3,3
34045,3/1/2023,1:57:47 PM,8,Hell's Kitchen,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Wednesday,13,3,3
34070,3/1/2023,2:23:28 PM,8,Hell's Kitchen,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Wednesday,14,3,3
34086,3/1/2023,2:37:39 PM,3,Astoria,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Wednesday,14,3,3
34114,3/1/2023,3:03:15 PM,8,Hell's Kitchen,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Wednesday,15,3,3
34140,3/1/2023,3:32:25 PM,5,Lower Manhattan,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Wednesday,15,3,3
34180,3/1/2023,4:02:33 PM,3,Astoria,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Wednesday,16,3,3
34278,3/1/2023,5:41:55 PM,3,Astoria,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Wednesday,17,3,3
34345,3/1/2023,6:47:09 PM,8,Hell's Kitchen,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Wednesday,18,3,3
34540,3/2/2023,11:42:01 AM,8,Hell's Kitchen,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Thursday,11,4,3
34558,3/2/2023,11:56:37 AM,3,Astoria,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Thursday,11,4,3
34567,3/2/2023,12:05:39 PM,3,Astoria,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Thursday,12,4,3
34582,3/2/2023,12:20:43 PM,5,Lower Manhattan,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Thursday,12,4,3
34693,3/2/2023,1:55:38 PM,8,Hell's Kitchen,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Thursday,13,4,3
34702,3/2/2023,2:04:18 PM,3,Astoria,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Thursday,14,4,3
34918,3/2/2023,5:29:42 PM,8,Hell's Kitchen,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Thursday,17,4,3
34991,3/2/2023,6:38:04 PM,3,Astoria,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Thursday,18,4,3
35030,3/2/2023,7:17:14 PM,3,Astoria,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Thursday,19,4,3
35036,3/2/2023,7:23:51 PM,3,Astoria,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Thursday,19,4,3
35070,3/3/2023,7:13:26 AM,5,Lower Manhattan,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Friday,7,5,3
35263,3/3/2023,12:00:18 PM,3,Astoria,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Friday,12,5,3
35401,3/3/2023,2:18:47 PM,5,Lower Manhattan,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Friday,14,5,3
35482,3/3/2023,3:29:50 PM,5,Lower Manhattan,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Friday,15,5,3
35582,3/3/2023,4:43:58 PM,5,Lower Manhattan,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Friday,16,5,3
35599,3/3/2023,4:54:23 PM,3,Astoria,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Friday,16,5,3
35641,3/3/2023,5:44:23 PM,3,Astoria,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Friday,17,5,3
35647,3/3/2023,5:45:47 PM,5,Lower Manhattan,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Friday,17,5,3
35710,3/3/2023,6:46:51 PM,8,Hell's Kitchen,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Friday,18,5,3
35729,3/3/2023,7:11:11 PM,3,Astoria,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Friday,19,5,3
35905,3/4/2023,11:27:30 AM,3,Astoria,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Saturday,11,6,3
35924,3/4/2023,11:54:14 AM,8,Hell's Kitchen,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Saturday,11,6,3
35960,3/4/2023,12:20:52 PM,3,Astoria,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Saturday,12,6,3
35995,3/4/2023,12:56:09 PM,3,Astoria,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Saturday,12,6,3
35998,3/4/2023,12:57:48 PM,3,Astoria,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Saturday,12,6,3
36089,3/4/2023,2:19:06 PM,5,Lower Manhattan,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Saturday,14,6,3
36162,3/4/2023,3:29:26 PM,8,Hell's Kitchen,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Saturday,15,6,3
36165,3/4/2023,3:29:52 PM,5,Lower Manhattan,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Saturday,15,6,3
36180,3/4/2023,3:39:33 PM,5,Lower Manhattan,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Saturday,15,6,3
36218,3/4/2023,4:24:23 PM,3,Astoria,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Saturday,16,6,3
36221,3/4/2023,4:26:15 PM,3,Astoria,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Saturday,16,6,3
36230,3/4/2023,4:32:14 PM,5,Lower Manhattan,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Saturday,16,6,3
36579,3/5/2023,11:39:09 AM,5,Lower Manhattan,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Sunday,11,0,3
36661,3/5/2023,1:02:28 PM,3,Astoria,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Sunday,13,0,3
36690,3/5/2023,1:26:57 PM,8,Hell's Kitchen,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Sunday,13,0,3
36761,3/5/2023,2:33:59 PM,3,Astoria,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Sunday,14,0,3
37021,3/5/2023,7:02:41 PM,8,Hell's Kitchen,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Sunday,19,0,3
37029,3/5/2023,7:16:14 PM,8,Hell's Kitchen,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Sunday,19,0,3
37047,3/5/2023,7:26:52 PM,3,Astoria,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Sunday,19,0,3
37061,3/5/2023,7:48:41 PM,3,Astoria,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Sunday,19,0,3
37067,3/5/2023,7:50:25 PM,3,Astoria,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Sunday,19,0,3
37085,3/6/2023,7:56:38 AM,5,Lower Manhattan,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Monday,7,1,3
37220,3/6/2023,11:24:28 AM,3,Astoria,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Monday,11,1,3
37247,3/6/2023,11:58:02 AM,8,Hell's Kitchen,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Monday,11,1,3
37274,3/6/2023,12:23:31 PM,3,Astoria,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Monday,12,1,3
37330,3/6/2023,1:21:39 PM,8,Hell's Kitchen,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Monday,13,1,3
37424,3/6/2023,3:14:15 PM,5,Lower Manhattan,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Monday,15,1,3
37428,3/6/2023,3:15:12 PM,5,Lower Manhattan,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Monday,15,1,3
37466,3/6/2023,3:50:31 PM,5,Lower Manhattan,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Monday,15,1,3
37474,3/6/2023,3:55:34 PM,3,Astoria,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Monday,15,1,3
37482,3/6/2023,4:02:44 PM,8,Hell's Kitchen,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Monday,16,1,3
37533,3/6/2023,4:58:44 PM,3,Astoria,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Monday,16,1,3
37729,3/7/2023,7:14:22 AM,5,Lower Manhattan,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Tuesday,7,2,3
37731,3/7/2023,7:17:13 AM,5,Lower Manhattan,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Tuesday,7,2,3
37741,3/7/2023,7:30:09 AM,3,Astoria,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Tuesday,7,2,3
38078,3/7/2023,11:17:49 AM,3,Astoria,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Tuesday,11,2,3
38156,3/7/2023,2:06:23 PM,3,Astoria,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Tuesday,14,2,3
38164,3/7/2023,2:27:49 PM,3,Astoria,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Tuesday,14,2,3
38283,3/7/2023,6:32:01 PM,3,Astoria,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Tuesday,18,2,3
38407,3/8/2023,7:47:10 AM,5,Lower Manhattan,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Wednesday,7,3,3
38722,3/8/2023,11:23:36 AM,3,Astoria,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Wednesday,11,3,3
38733,3/8/2023,11:29:35 AM,8,Hell's Kitchen,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Wednesday,11,3,3
38855,3/8/2023,2:40:27 PM,3,Astoria,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Wednesday,14,3,3
38944,3/8/2023,4:55:48 PM,8,Hell's Kitchen,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Wednesday,16,3,3
38948,3/8/2023,4:57:46 PM,8,Hell's Kitchen,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Wednesday,16,3,3
38989,3/8/2023,5:57:07 PM,8,Hell's Kitchen,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Wednesday,17,3,3
39045,3/8/2023,7:13:11 PM,8,Hell's Kitchen,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Wednesday,19,3,3
39114,3/9/2023,7:15:46 AM,3,Astoria,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Thursday,7,4,3
39179,3/9/2023,7:59:11 AM,3,Astoria,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Thursday,7,4,3
39535,3/9/2023,11:24:35 AM,8,Hell's Kitchen,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Thursday,11,4,3
39536,3/9/2023,11:24:35 AM,8,Hell's Kitchen,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Thursday,11,4,3
39537,3/9/2023,11:24:35 AM,8,Hell's Kitchen,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Thursday,11,4,3
39671,3/9/2023,4:03:58 PM,3,Astoria,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Thursday,16,4,3
39689,3/9/2023,4:39:28 PM,8,Hell's Kitchen,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Thursday,16,4,3
39720,3/9/2023,5:49:49 PM,8,Hell's Kitchen,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Thursday,17,4,3
39861,3/10/2023,7:11:07 AM,3,Astoria,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Friday,7,5,3
39865,3/10/2023,7:14:39 AM,8,Hell's Kitchen,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Friday,7,5,3
39866,3/10/2023,7:14:39 AM,8,Hell's Kitchen,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Friday,7,5,3
39891,3/10/2023,7:32:17 AM,8,Hell's Kitchen,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Friday,7,5,3
39915,3/10/2023,7:47:18 AM,3,Astoria,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Friday,7,5,3
40358,3/10/2023,2:18:19 PM,3,Astoria,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Friday,14,5,3
40394,3/10/2023,3:02:50 PM,3,Astoria,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Friday,15,5,3
40517,3/10/2023,6:30:17 PM,8,Hell's Kitchen,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Friday,18,5,3
40523,3/10/2023,6:43:30 PM,3,Astoria,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Friday,18,5,3
40547,3/10/2023,7:53:57 PM,8,Hell's Kitchen,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Friday,19,5,3
40556,3/11/2023,6:01:35 AM,5,Lower Manhattan,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Saturday,6,6,3
40557,3/11/2023,6:01:35 AM,5,Lower Manhattan,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Saturday,6,6,3
40624,3/11/2023,7:13:16 AM,5,Lower Manhattan,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Saturday,7,6,3
40654,3/11/2023,7:39:26 AM,3,Astoria,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Saturday,7,6,3
40950,3/11/2023,11:05:06 AM,8,Hell's Kitchen,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Saturday,11,6,3
40965,3/11/2023,11:26:53 AM,3,Astoria,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Saturday,11,6,3
41062,3/11/2023,2:23:07 PM,8,Hell's Kitchen,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Saturday,14,6,3
41207,3/11/2023,6:23:58 PM,3,Astoria,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Saturday,18,6,3
41225,3/11/2023,7:08:16 PM,8,Hell's Kitchen,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Saturday,19,6,3
41269,3/12/2023,6:39:00 AM,5,Lower Manhattan,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Sunday,6,0,3
41277,3/12/2023,6:49:35 AM,5,Lower Manhattan,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Sunday,6,0,3
41291,3/12/2023,6:59:25 AM,5,Lower Manhattan,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Sunday,6,0,3
41312,3/12/2023,7:13:45 AM,5,Lower Manhattan,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Sunday,7,0,3
41329,3/12/2023,7:26:35 AM,3,Astoria,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Sunday,7,0,3
41344,3/12/2023,7:37:25 AM,5,Lower Manhattan,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Sunday,7,0,3
41654,3/12/2023,11:32:22 AM,8,Hell's Kitchen,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Sunday,11,0,3
41675,3/12/2023,12:36:00 PM,8,Hell's Kitchen,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Sunday,12,0,3
41701,3/12/2023,1:31:43 PM,5,Lower Manhattan,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Sunday,13,0,3
41719,3/12/2023,2:01:23 PM,5,Lower Manhattan,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Sunday,14,0,3
41723,3/12/2023,2:10:01 PM,5,Lower Manhattan,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Sunday,14,0,3
41725,3/12/2023,2:18:29 PM,3,Astoria,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Sunday,14,0,3
41887,3/12/2023,6:50:24 PM,3,Astoria,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Sunday,18,0,3
41906,3/12/2023,7:52:50 PM,8,Hell's Kitchen,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Sunday,19,0,3
41928,3/13/2023,7:15:53 AM,3,Astoria,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Monday,7,1,3
41929,3/13/2023,7:16:10 AM,5,Lower Manhattan,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Monday,7,1,3
41936,3/13/2023,7:20:58 AM,3,Astoria,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Monday,7,1,3
41939,3/13/2023,7:21:48 AM,5,Lower Manhattan,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Monday,7,1,3
42360,3/13/2023,11:37:35 AM,5,Lower Manhattan,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Monday,11,1,3
42372,3/13/2023,11:49:36 AM,5,Lower Manhattan,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Monday,11,1,3
42512,3/13/2023,3:35:09 PM,8,Hell's Kitchen,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Monday,15,1,3
42531,3/13/2023,4:01:39 PM,5,Lower Manhattan,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Monday,16,1,3
42559,3/13/2023,4:53:58 PM,8,Hell's Kitchen,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Monday,16,1,3
42576,3/13/2023,5:17:16 PM,8,Hell's Kitchen,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Monday,17,1,3
42641,3/14/2023,7:00:43 AM,5,Lower Manhattan,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Tuesday,7,2,3
43107,3/14/2023,11:31:49 AM,5,Lower Manhattan,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Tuesday,11,2,3
43124,3/14/2023,12:12:59 PM,3,Astoria,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Tuesday,12,2,3
43129,3/14/2023,12:17:39 PM,8,Hell's Kitchen,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Tuesday,12,2,3
43195,3/14/2023,3:00:31 PM,5,Lower Manhattan,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Tuesday,15,2,3
43323,3/14/2023,8:00:57 PM,8,Hell's Kitchen,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Tuesday,20,2,3
43434,3/15/2023,7:47:54 AM,5,Lower Manhattan,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Wednesday,7,3,3
43442,3/15/2023,7:50:17 AM,5,Lower Manhattan,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Wednesday,7,3,3
43900,3/15/2023,2:42:10 PM,5,Lower Manhattan,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Wednesday,14,3,3
43913,3/15/2023,3:05:49 PM,5,Lower Manhattan,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Wednesday,15,3,3
44053,3/16/2023,6:04:02 AM,5,Lower Manhattan,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Thursday,6,4,3
44087,3/16/2023,6:55:22 AM,8,Hell's Kitchen,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Thursday,6,4,3
44106,3/16/2023,7:08:14 AM,5,Lower Manhattan,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Thursday,7,4,3
44128,3/16/2023,7:23:30 AM,3,Astoria,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Thursday,7,4,3
44205,3/16/2023,7:58:38 AM,3,Astoria,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Thursday,7,4,3
44606,3/16/2023,1:51:22 PM,5,Lower Manhattan,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Thursday,13,4,3
44692,3/16/2023,4:17:40 PM,5,Lower Manhattan,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Thursday,16,4,3
44753,3/16/2023,5:56:21 PM,5,Lower Manhattan,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Thursday,17,4,3
44860,3/17/2023,7:03:05 AM,3,Astoria,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Friday,7,5,3
44953,3/17/2023,7:54:00 AM,5,Lower Manhattan,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Friday,7,5,3
45330,3/17/2023,1:15:11 PM,5,Lower Manhattan,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Friday,13,5,3
45521,3/18/2023,6:32:31 AM,5,Lower Manhattan,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Saturday,6,6,3
45547,3/18/2023,7:05:29 AM,8,Hell's Kitchen,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Saturday,7,6,3
45585,3/18/2023,7:26:36 AM,5,Lower Manhattan,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Saturday,7,6,3
45639,3/18/2023,7:51:49 AM,8,Hell's Kitchen,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Saturday,7,6,3
46301,3/19/2023,7:18:38 AM,5,Lower Manhattan,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Sunday,7,0,3
46308,3/19/2023,7:21:11 AM,8,Hell's Kitchen,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Sunday,7,0,3
46309,3/19/2023,7:21:11 AM,8,Hell's Kitchen,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Sunday,7,0,3
46360,3/19/2023,7:52:00 AM,8,Hell's Kitchen,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Sunday,7,0,3
46959,3/20/2023,7:02:00 AM,5,Lower Manhattan,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Monday,7,1,3
47025,3/20/2023,7:59:56 AM,3,Astoria,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Monday,7,1,3
47480,3/20/2023,1:39:32 PM,8,Hell's Kitchen,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Monday,13,1,3
47485,3/20/2023,1:52:11 PM,3,Astoria,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Monday,13,1,3
47507,3/20/2023,2:29:23 PM,3,Astoria,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Monday,14,1,3
47631,3/20/2023,5:39:46 PM,5,Lower Manhattan,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Monday,17,1,3
47666,3/20/2023,7:24:41 PM,3,Astoria,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Monday,19,1,3
47669,3/20/2023,7:28:54 PM,3,Astoria,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Monday,19,1,3
48101,3/21/2023,11:38:38 AM,8,Hell's Kitchen,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Tuesday,11,2,3
48122,3/21/2023,12:19:08 PM,5,Lower Manhattan,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Tuesday,12,2,3
48154,3/21/2023,1:22:36 PM,8,Hell's Kitchen,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Tuesday,13,2,3
48205,3/21/2023,2:36:47 PM,5,Lower Manhattan,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Tuesday,14,2,3
48247,3/21/2023,4:49:08 PM,8,Hell's Kitchen,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Tuesday,16,2,3
48292,3/21/2023,6:18:10 PM,8,Hell's Kitchen,71,1,3.75,Bakery,Pastry,Chocolate Croissant,Not Defined,3.75,March,Tuesday,18,2,3
